Id,Category
2997,4
2998,2
2999,3
3000,1
3001,0
3002,4
3003,3
3004,4
3005,0
3006,3
3007,1
3008,4
3009,0
3010,2
3011,2
3012,2
3013,2
3014,1
3015,2
3016,3
3017,3
3018,3
3019,4
3020,0
3021,3
3022,4
3023,0
3024,2
3025,3
3026,4
3027,1
3028,2
3029,1
3030,2
3031,1
3032,0
3033,4
3034,0
3035,0
3036,3
3037,0
3038,3
3039,3
3040,3
3041,0
3042,1
3043,3
3044,3
3045,1
3046,4
3047,2
3048,2
3049,4
3050,2
3051,0
3052,3
3053,0
3054,4
3055,4
3056,4
3057,3
3058,3
3059,2
3060,0
3061,3
3062,1
3063,0
3064,4
3065,4
3066,3
3067,3
3068,1
3069,1
3070,2
3071,2
3072,0
3073,4
3074,4
3075,3
3076,3
3077,2
3078,2
3079,0
3080,3
3081,3
3082,2
3083,1
3084,2
3085,1
3086,4
3087,2
3088,0
3089,4
3090,2
3091,4
3092,0
3093,4
3094,3
3095,1
3096,3
3097,0
3098,0
3099,3
3100,4
3101,3
3102,1
3103,0
3104,4
3105,3
3106,0
3107,1
3108,4
3109,1
3110,3
3111,4
3112,1
3113,0
3114,3
3115,2
3116,3
3117,2
3118,2
3119,0
3120,4
3121,0
3122,1
3123,0
3124,3
3125,0
3126,3
3127,2
3128,3
3129,2
3130,3
3131,1
3132,3
3133,2
3134,2
3135,0
3136,1
3137,3
3138,2
3139,3
3140,1
3141,1
3142,1
3143,0
3144,3
3145,3
3146,1
3147,3
3148,2
3149,2
3150,1
3151,1
3152,0
3153,3
3154,0
3155,0
3156,2
3157,3
3158,1
3159,0
3160,4
3161,2
3162,3
3163,3
3164,1
3165,4
3166,1
3167,1
3168,4
3169,0
3170,4
3171,0
3172,2
3173,0
3174,3
3175,4
3176,0
3177,0
3178,3
3179,4
3180,3
3181,4
3182,4
3183,4
3184,1
3185,0
3186,0
3187,1
3188,0
3189,3
3190,1
3191,2
3192,1
3193,0
3194,4
3195,4
3196,2
3197,4
3198,1
3199,2
3200,1
3201,1
3202,0
3203,2
3204,4
3205,4
3206,1
3207,4
3208,1
3209,4
3210,2
3211,0
3212,3
3213,2
3214,2
3215,2
3216,3
3217,4
3218,4
3219,3
3220,1
3221,2
3222,2
3223,4
3224,3
3225,3
3226,4
3227,4
3228,2
3229,0
3230,1
3231,1
3232,2
3233,3
3234,2
3235,2
3236,4
3237,1
3238,1
3239,2
3240,3
3241,3
3242,0
3243,0
3244,4
3245,1
3246,2
3247,1
3248,3
3249,3
3250,3
3251,2
3252,1
3253,1
3254,0
3255,1
3256,0
3257,3
3258,2
3259,0
3260,4
3261,2
3262,0
3263,2
3264,3
3265,1
3266,3
3267,3
3268,4
3269,1
3270,3
3271,4
3272,1
3273,4
3274,1
3275,1
3276,1
3277,4
3278,2
3279,3
3280,1
3281,3
3282,2
3283,4
3284,1
3285,4
3286,1
3287,2
3288,3
3289,2
3290,0
3291,2
3292,2
3293,3
3294,2
3295,1
3296,4
3297,1
3298,1
3299,0
3300,0
3301,4
3302,3
3303,1
3304,1
3305,1
3306,4
3307,2
3308,4
3309,4
3310,4
3311,0
3312,3
3313,1
3314,0
3315,3
3316,1
3317,0
3318,2
3319,3
3320,2
3321,0
3322,2
3323,4
3324,1
3325,0
3326,2
3327,0
3328,1
3329,3
3330,3
3331,0
3332,4
3333,4
3334,4
3335,2
3336,2
3337,4
3338,3
3339,0
3340,3
3341,1
3342,1
3343,1
3344,0
3345,1
3346,3
3347,0
3348,3
3349,2
3350,1
3351,3
3352,4
3353,3
3354,3
3355,3
3356,4
3357,2
3358,1
3359,0
3360,0
3361,1
3362,3
3363,3
3364,3
3365,0
3366,4
3367,4
3368,0
3369,2
3370,0
3371,3
3372,3
3373,2
3374,3
3375,0
3376,2
3377,4
3378,0
3379,0
3380,2
3381,4
3382,4
3383,4
3384,3
3385,1
3386,3
3387,4
3388,3
3389,1
3390,2
3391,0
3392,1
3393,3
3394,0
3395,3
3396,1
3397,1
3398,4
3399,1
3400,4
3401,3
3402,1
3403,0
3404,1
3405,3
3406,0
3407,0
3408,4
3409,1
3410,1
3411,2
3412,0
3413,3
3414,0
3415,0
3416,2
3417,4
3418,3
3419,4
3420,2
3421,1
3422,0
3423,1
3424,0
3425,1
3426,1
3427,1
3428,1
3429,3
3430,0
3431,1
3432,0
3433,3
3434,4
3435,0
3436,2
3437,0
3438,0
3439,0
3440,0
3441,2
3442,4
3443,2
3444,3
3445,0
3446,1
3447,1
3448,3
3449,2
3450,0
3451,4
3452,0
3453,1
3454,3
3455,0
3456,1
3457,4
3458,1
3459,2
3460,1
3461,1
3462,1
3463,2
3464,3
3465,4
3466,3
3467,1
3468,2
3469,4
3470,4
3471,0
3472,4
3473,4
3474,2
3475,2
3476,3
3477,3
3478,0
3479,1
3480,2
3481,1
3482,4
3483,0
3484,4
3485,1
3486,2
3487,0
3488,3
3489,1
3490,4
3491,3
3492,3
3493,0
3494,3
3495,2
3496,1
3497,2
3498,4
3499,4
3500,4
3501,0
3502,1
3503,3
3504,4
3505,4
3506,1
3507,4
3508,3
3509,1
3510,2
3511,0
3512,3
3513,2
3514,4
3515,4
3516,1
3517,2
3518,4
3519,0
3520,1
3521,2
3522,2
3523,1
3524,4
3525,2
3526,1
3527,0
3528,2
3529,3
3530,2
3531,1
3532,0
3533,3
3534,4
3535,2
3536,4
3537,0
3538,3
3539,3
3540,2
3541,2
3542,3
3543,0
3544,1
3545,4
3546,3
3547,0
3548,4
3549,0
3550,0
3551,2
3552,2
3553,4
3554,1
3555,3
3556,4
3557,4
3558,2
3559,4
3560,3
3561,0
3562,1
3563,4
3564,3
3565,3
3566,3
3567,0
3568,2
3569,1
3570,4
3571,1
3572,0
3573,1
3574,2
3575,2
3576,0
3577,4
3578,2
3579,0
3580,0
3581,3
3582,1
3583,0
3584,4
3585,4
3586,3
3587,1
3588,4
3589,2
3590,4
3591,4
3592,1
3593,2
3594,1
3595,3
3596,1
3597,3
3598,2
3599,2
3600,4
3601,3
3602,0
3603,1
3604,1
3605,3
3606,1
3607,0
3608,2
3609,1
3610,2
3611,4
3612,3
3613,1
3614,4
3615,2
3616,0
3617,0
3618,1
3619,2
3620,4
3621,2
3622,3
3623,4
3624,4
3625,1
3626,0
3627,1
3628,2
3629,2
3630,1
3631,2
3632,4
3633,4
3634,2
3635,0
3636,3
3637,4
3638,3
3639,0
3640,4
3641,2
3642,2
3643,0
3644,1
3645,0
3646,3
3647,1
3648,0
3649,0
3650,1
3651,2
3652,0
3653,3
3654,4
3655,2
3656,0
3657,3
3658,4
3659,4
3660,1
3661,2
3662,2
3663,4
3664,2
3665,1
3666,0
3667,4
3668,4
3669,4
3670,3
3671,0
3672,4
3673,1
3674,3
3675,2
3676,0
3677,3
3678,3
3679,2
3680,1
3681,4
3682,4
3683,1
3684,1
3685,1
3686,0
3687,4
3688,0
3689,0
3690,1
3691,4
3692,1
3693,0
3694,2
3695,0
3696,3
3697,0
3698,2
3699,4
3700,1
3701,1
3702,2
3703,1
3704,0
3705,1
3706,3
3707,2
3708,2
3709,4
3710,0
3711,1
3712,1
3713,0
3714,0
3715,1
3716,4
3717,4
3718,0
3719,2
3720,2
3721,4
3722,0
3723,4
3724,2
3725,4
3726,4
3727,2
3728,0
3729,1
3730,3
3731,0
3732,3
3733,3
3734,4
3735,4
3736,4
3737,4
3738,3
3739,3
3740,0
3741,2
3742,2
3743,0
3744,2
3745,1
3746,3
3747,1
3748,2
3749,0
3750,3
3751,1
3752,0
3753,1
3754,0
3755,1
3756,4
3757,3
3758,4
3759,1
3760,2
3761,3
3762,1
3763,2
3764,3
3765,4
3766,0
3767,2
3768,1
3769,4
3770,4
3771,1
3772,3
3773,1
3774,3
3775,1
3776,4
3777,4
3778,1
3779,3
3780,4
3781,0
3782,3
3783,1
3784,4
3785,2
3786,3
3787,4
3788,1
3789,1
3790,3
3791,2
3792,3
3793,0
3794,1
3795,0
3796,0
3797,2
3798,4
3799,2
3800,1
3801,2
3802,1
3803,1
3804,1
3805,2
3806,0
3807,4
3808,4
3809,0
3810,3
3811,2
3812,3
3813,3
3814,4
3815,1
3816,1
3817,4
3818,3
3819,2
3820,2
3821,2
3822,0
3823,4
3824,1
3825,0
3826,3
3827,3
3828,2
3829,3
3830,2
3831,1
3832,0
3833,3
3834,2
3835,0
3836,4
3837,0
3838,0
3839,4
3840,2
3841,0
3842,0
3843,2
3844,2
3845,4
3846,1
3847,3
3848,0
3849,2
3850,3
3851,2
3852,1
3853,4
3854,2
3855,1
3856,2
3857,2
3858,3
3859,1
3860,4
3861,2
3862,0
3863,3
3864,4
3865,3
3866,4
3867,4
3868,0
3869,4
3870,3
3871,1
3872,1
3873,0
3874,0
3875,1
3876,0
3877,3
3878,1
3879,4
3880,4
3881,2
3882,1
3883,0
3884,4
3885,0
3886,0
3887,2
3888,3
3889,1
3890,4
3891,2
3892,3
3893,4
3894,3
3895,3
3896,2
3897,4
3898,0
3899,2
3900,3
3901,2
3902,1
3903,0
3904,2
3905,3
3906,4
3907,4
3908,4
3909,3
3910,2
3911,0
3912,3
3913,1
3914,2
3915,1
3916,4
3917,2
3918,0
3919,3
3920,3
3921,0
3922,3
3923,3
3924,4
3925,3
3926,2
3927,2
3928,1
3929,1
3930,0
3931,4
3932,4
3933,2
3934,1
3935,4
3936,0
3937,1
3938,4
3939,1
3940,4
3941,4
3942,2
3943,3
3944,0
3945,4
3946,2
3947,0
3948,1
3949,0
3950,3
3951,3
3952,1
3953,3
3954,4
3955,0
3956,0
3957,3
3958,2
3959,4
3960,0
3961,0
3962,1
3963,1
3964,3
3965,2
3966,1
3967,3
3968,2
3969,0
3970,4
3971,2
3972,3
3973,1
3974,3
3975,2
3976,0
3977,1
3978,3
3979,1
3980,2
3981,1
3982,1
3983,0
3984,1
3985,1
3986,2
3987,0
3988,3
3989,2
3990,4
3991,0
3992,2
3993,4
3994,4
3995,1
3996,3
3997,1
3998,4
3999,2
4000,1
4001,3
4002,1
4003,4
4004,2
4005,1
4006,1
4007,3
4008,2
4009,4
4010,2
4011,1
4012,3
4013,1
4014,0
4015,2
4016,2
4017,4
4018,2
4019,0
4020,4
4021,3
4022,1
4023,3
4024,1
4025,0
4026,3
4027,1
4028,1
4029,0
4030,4
4031,4
4032,3
4033,0
4034,0
4035,0
4036,4
4037,3
4038,1
4039,0
4040,4
4041,3
4042,4
4043,0
4044,1
4045,0
4046,4
4047,0
4048,0
4049,2
4050,2
4051,3
4052,0
4053,3
4054,4
4055,3
4056,4
4057,0
4058,1
4059,2
4060,2
4061,1
4062,2
4063,1
4064,3
4065,1
4066,0
4067,1
4068,3
4069,4
4070,0
4071,3
4072,2
4073,1
4074,4
4075,2
4076,0
4077,0
4078,4
4079,4
4080,1
4081,0
4082,2
4083,3
4084,1
4085,4
4086,0
4087,0
4088,2
4089,4
4090,3
4091,1
4092,4
4093,2
4094,0
4095,1
4096,1
4097,3
4098,2
4099,2
4100,0
4101,4
4102,3
4103,4
4104,1
4105,1
4106,1
4107,4
4108,3
4109,1
4110,1
4111,0
4112,0
4113,0
4114,3
4115,0
4116,2
4117,1
4118,0
4119,2
4120,3
4121,2
4122,3
4123,3
4124,3
4125,4
4126,2
4127,3
4128,3
4129,0
4130,4
4131,1
4132,1
4133,1
4134,2
4135,3
4136,3
4137,4
4138,4
4139,3
4140,2
4141,3
4142,4
4143,3
4144,1
4145,2
4146,3
4147,2
4148,3
4149,0
4150,0
4151,1
4152,0
4153,2
4154,0
4155,4
4156,0
4157,1
4158,4
4159,0
4160,2
4161,2
4162,1
4163,2
4164,3
4165,3
4166,2
4167,0
4168,0
4169,2
4170,0
4171,1
4172,2
4173,1
4174,4
4175,2
4176,4
4177,4
4178,1
4179,0
4180,1
4181,1
4182,3
4183,3
4184,1
4185,1
4186,0
4187,2
4188,3
4189,3
4190,2
4191,0
4192,4
4193,4
4194,0
4195,3
4196,0
4197,4
4198,0
4199,1
4200,0
4201,0
4202,2
4203,0
4204,2
4205,1
4206,4
4207,1
4208,3
4209,3
4210,3
4211,4
4212,4
4213,2
4214,0
4215,2
4216,1
4217,4
4218,3
4219,4
4220,3
4221,2
4222,1
4223,1
4224,3
4225,1
4226,4
4227,4
4228,1
4229,0
4230,3
4231,2
4232,2
4233,0
4234,1
4235,1
4236,4
4237,2
4238,1
4239,3
4240,4
4241,3
4242,0
4243,3
4244,2
4245,4
4246,1
4247,2
4248,0
4249,0
4250,1
4251,0
4252,1
4253,3
4254,4
4255,0
4256,4
4257,4
4258,0
4259,2
4260,2
4261,4
4262,3
4263,0
4264,1
4265,0
4266,3
4267,0
4268,4
4269,0
4270,2
4271,0
4272,4
4273,1
4274,2
4275,1
4276,1
4277,2
4278,1
4279,4
4280,3
4281,3
4282,4
4283,1
4284,0
4285,4
4286,4
4287,1
4288,2
4289,1
4290,4
4291,0
4292,4
4293,2
4294,2
4295,3
4296,4
4297,4
4298,4
4299,1
4300,0
4301,3
4302,3
4303,4
4304,0
4305,3
4306,1
4307,1
4308,4
4309,1
4310,1
4311,3
4312,2
4313,2
4314,4
4315,0
4316,4
4317,1
4318,3
4319,3
4320,4
4321,1
4322,0
4323,1
4324,3
4325,1
4326,1
4327,4
4328,0
4329,0
4330,0
4331,4
4332,2
4333,1
4334,2
4335,2
4336,0
4337,3
4338,0
4339,4
4340,3
4341,1
4342,0
4343,2
4344,0
4345,3
4346,2
4347,2
4348,2
4349,1
4350,2
4351,1
4352,1
4353,4
4354,1
4355,3
4356,3
4357,1
4358,1
4359,2
4360,1
4361,3
4362,4
4363,1
4364,4
4365,3
4366,1
4367,3
4368,4
4369,4
4370,0
4371,2
4372,0
4373,0
4374,2
4375,3
4376,0
4377,0
4378,4
4379,4
4380,0
4381,4
4382,3
4383,1
4384,1
4385,0
4386,1
4387,4
4388,2
4389,1
4390,0
4391,2
4392,3
4393,1
4394,4
4395,3
4396,0
4397,0
4398,2
4399,1
4400,1
4401,3
4402,1
4403,1
4404,1
4405,1
4406,1
4407,1
4408,0
4409,0
4410,4
4411,4
4412,1
4413,1
4414,0
4415,4
4416,2
4417,3
4418,3
4419,2
4420,1
4421,0
4422,3
4423,3
4424,2
4425,0
4426,1
4427,0
4428,1
4429,4
4430,4
4431,4
4432,3
4433,0
4434,2
4435,4
4436,4
4437,2
4438,4
4439,1
4440,1
4441,3
4442,1
4443,3
4444,1
4445,3
4446,0
4447,2
4448,3
4449,3
4450,2
4451,4
4452,2
4453,1
4454,2
4455,2
4456,0
4457,3
4458,2
4459,2
4460,0
4461,3
4462,3
4463,1
4464,0
4465,3
4466,4
4467,4
4468,4
4469,3
4470,1
4471,0
4472,1
4473,4
4474,2
4475,3
4476,0
4477,2
4478,0
4479,3
4480,3
4481,4
4482,3
4483,4
4484,4
4485,2
4486,0
4487,1
4488,0
4489,3
4490,4
4491,1
4492,2
4493,4
4494,3
4495,3
4496,4
4497,1
4498,0
4499,2
4500,3
4501,4
4502,3
4503,4
4504,0
4505,0
4506,0
4507,0
4508,1
4509,1
4510,1
4511,4
4512,0
4513,4
4514,4
4515,3
4516,0
4517,3
4518,4
4519,3
4520,3
4521,3
4522,4
4523,2
4524,3
4525,1
4526,1
4527,3
4528,3
4529,4
4530,3
4531,3
4532,0
4533,2
4534,1
4535,1
4536,3
4537,0
4538,3
4539,4
4540,4
4541,1
4542,1
4543,2
4544,1
4545,2
4546,4
4547,3
4548,0
4549,3
4550,2
4551,3
4552,1
4553,0
4554,1
4555,0
4556,1
4557,3
4558,3
4559,3
4560,3
4561,3
4562,4
4563,0
4564,0
4565,3
4566,0
4567,1
4568,4
4569,1
4570,1
4571,4
4572,3
4573,1
4574,4
4575,3
4576,4
4577,4
4578,0
4579,3
4580,4
4581,2
4582,2
4583,2
4584,4
4585,4
4586,2
4587,3
4588,3
4589,0
4590,3
4591,1
4592,4
4593,3
4594,3
4595,3
4596,4
4597,3
4598,0
4599,1
4600,1
4601,0
4602,4
4603,4
4604,1
4605,3
4606,0
4607,3
4608,0
4609,1
4610,1
4611,0
4612,0
4613,3
4614,1
4615,0
4616,0
4617,4
4618,3
4619,1
4620,1
4621,0
4622,4
4623,0
4624,4
4625,1
4626,4
4627,0
4628,4
4629,4
4630,0
4631,0
4632,0
4633,1
4634,0
4635,0
4636,3
4637,4
4638,3
4639,1
4640,4
4641,1
4642,1
4643,2
4644,1
4645,2
4646,4
4647,4
4648,1
4649,3
4650,4
4651,3
4652,3
4653,0
4654,4
4655,1
4656,4
4657,4
4658,4
4659,2
4660,0
4661,2
4662,4
4663,1
4664,0
4665,1
4666,3
4667,2
4668,4
4669,2
4670,4
4671,1
4672,1
4673,4
4674,0
4675,0
4676,2
4677,2
4678,4
4679,1
4680,4
4681,3
4682,0
4683,1
4684,0
4685,3
4686,1
4687,3
4688,4
4689,0
4690,3
4691,1
4692,3
4693,0
4694,1
4695,2
4696,3
4697,2
4698,1
4699,4
4700,2
4701,3
4702,1
4703,2
4704,3
4705,1
4706,0
4707,4
4708,0
4709,1
4710,0
4711,4
4712,4
4713,1
4714,4
4715,0
4716,0
4717,3
4718,0
4719,4
4720,4
4721,3
4722,2
4723,2
4724,2
4725,3
4726,4
4727,3
4728,3
4729,4
4730,1
4731,0
4732,1
4733,0
4734,4
4735,0
4736,1
4737,2
4738,1
4739,0
4740,3
4741,3
4742,2
4743,2
4744,3
4745,3
4746,3
4747,1
4748,3
4749,0
4750,2
4751,3
4752,4
4753,0
4754,2
4755,2
4756,0
4757,0
4758,3
4759,2
4760,0
4761,0
4762,1
4763,1
4764,1
4765,4
4766,4
4767,3
4768,0
4769,4
4770,4
4771,3
4772,0
4773,2
4774,0
4775,4
4776,0
4777,3
4778,4
4779,3
4780,3
4781,2
4782,0
4783,3
4784,3
4785,3
4786,4
4787,0
4788,2
4789,3
4790,3
4791,4
4792,0
4793,3
4794,0
4795,3
4796,2
4797,3
4798,2
4799,4
4800,4
4801,3
4802,4
4803,4
4804,3
4805,4
4806,3
4807,3
4808,0
4809,1
4810,2
4811,2
4812,0
4813,3
4814,0
4815,2
4816,1
4817,3
4818,1
4819,1
4820,4
4821,0
4822,2
4823,0
4824,0
4825,0
4826,3
4827,4
4828,4
4829,2
4830,3
4831,4
4832,1
4833,0
4834,1
4835,0
4836,4
4837,2
4838,4
4839,4
4840,1
4841,3
4842,3
4843,0
4844,2
4845,1
4846,1
4847,4
4848,2
4849,3
4850,3
4851,2
4852,2
4853,0
4854,2
4855,1
4856,2
4857,3
4858,2
4859,1
4860,3
4861,3
4862,0
4863,0
4864,4
4865,0
4866,0
4867,0
4868,3
4869,4
4870,1
4871,0
4872,0
4873,3
4874,0
4875,0
4876,2
4877,4
4878,4
4879,0
4880,1
4881,0
4882,0
4883,4
4884,3
4885,3
4886,2
4887,1
4888,4
4889,3
4890,1
4891,1
4892,1
4893,3
4894,2
4895,4
4896,4
4897,2
4898,0
4899,2
4900,2
4901,2
4902,1
4903,0
4904,4
4905,2
4906,2
4907,3
4908,4
4909,0
4910,2
4911,2
4912,0
4913,2
4914,1
4915,2
4916,1
4917,3
4918,1
4919,0
4920,3
4921,4
4922,1
4923,4
4924,2
4925,0
4926,3
4927,2
4928,3
4929,1
4930,3
4931,2
4932,1
4933,3
4934,2
4935,4
4936,2
4937,4
4938,4
4939,4
4940,0
4941,0
4942,3
4943,0
4944,3
4945,2
4946,0
4947,3
4948,2
4949,1
4950,2
4951,4
4952,0
4953,4
4954,3
4955,1
4956,0
4957,4
4958,1
4959,1
4960,2
4961,4
4962,1
4963,4
4964,3
4965,1
4966,3
4967,1
4968,3
4969,0
4970,2
4971,3
4972,0
4973,4
4974,1
4975,3
4976,3
4977,3
4978,0
4979,4
4980,1
4981,3
4982,0
4983,4
4984,2
4985,4
4986,4
4987,4
4988,4
4989,3
4990,3
4991,2
4992,1
4993,0
4994,4
4995,4
4996,4
4997,4
4998,1
4999,1
5000,0
5001,1
5002,3
5003,3
5004,1
5005,3
5006,3
5007,1
5008,4
5009,4
5010,3
5011,2
5012,3
5013,2
5014,0
5015,0
5016,4
5017,2
5018,1
5019,1
5020,1
5021,3
5022,0
5023,1
5024,4
5025,0
5026,1
5027,3
5028,4
5029,3
5030,3
5031,1
5032,4
5033,3
5034,0
5035,3
5036,3
5037,4
5038,0
5039,0
5040,0
5041,3
5042,3
5043,1
5044,4
5045,4
5046,2
5047,1
5048,2
5049,0
5050,4
5051,3
5052,2
5053,2
5054,2
5055,3
5056,0
5057,4
5058,1
5059,4
5060,3
5061,2
5062,2
5063,0
5064,4
5065,0
5066,3
5067,0
5068,1
5069,0
5070,2
5071,1
5072,4
5073,0
5074,0
5075,3
5076,1
5077,4
5078,4
5079,2
5080,3
5081,3
5082,0
5083,0
5084,2
5085,3
5086,3
5087,4
5088,1
5089,3
5090,4
5091,3
5092,0
5093,4
5094,2
5095,3
5096,3
5097,0
5098,3
5099,4
5100,2
5101,3
5102,1
5103,3
5104,2
5105,3
5106,1
5107,1
5108,3
5109,1
5110,0
5111,4
5112,4
5113,3
5114,4
5115,4
5116,2
5117,2
5118,3
5119,2
5120,3
5121,0
5122,4
5123,0
5124,3
5125,1
5126,4
5127,0
5128,1
5129,4
5130,3
5131,4
5132,4
5133,1
5134,0
5135,0
5136,2
5137,4
5138,2
5139,2
5140,0
5141,4
5142,2
5143,1
5144,3
5145,3
5146,1
5147,4
5148,4
5149,0
5150,3
5151,1
5152,4
5153,0
5154,1
5155,1
5156,2
5157,0
5158,2
5159,1
5160,0
5161,1
5162,2
5163,0
5164,2
5165,3
5166,3
5167,2
5168,4
5169,0
5170,0
5171,3
5172,2
5173,4
5174,2
5175,1
5176,1
5177,0
5178,4
5179,3
5180,0
5181,0
5182,2
5183,4
5184,4
5185,2
5186,0
5187,3
5188,3
5189,2
5190,0
5191,1
5192,3
5193,2
5194,3
5195,1
5196,3
5197,1
5198,2
5199,4
5200,0
5201,3
5202,4
5203,3
5204,1
5205,1
5206,4
5207,1
5208,0
5209,2
5210,0
5211,4
5212,4
5213,0
5214,3
5215,1
5216,4
5217,4
5218,4
5219,3
5220,0
5221,0
5222,4
5223,2
5224,1
5225,1
5226,3
5227,1
5228,3
5229,4
5230,3
5231,2
5232,4
5233,4
5234,2
5235,3
5236,2
5237,4
5238,1
5239,4
5240,2
5241,1
5242,2
5243,2
5244,1
5245,4
5246,0
5247,0
5248,0
5249,1
5250,4
5251,1
5252,4
5253,2
5254,2
5255,2
5256,2
5257,3
5258,4
5259,4
5260,1
5261,4
5262,2
5263,0
5264,2
5265,1
5266,3
5267,1
5268,0
5269,2
5270,2
5271,3
5272,3
5273,3
5274,4
5275,0
5276,2
5277,1
5278,0
5279,0
5280,2
5281,4
5282,3
5283,3
5284,4
5285,1
5286,2
5287,3
5288,1
5289,3
5290,0
5291,4
5292,0
5293,1
5294,4
5295,2
5296,4
5297,4
5298,2
5299,0
5300,3
5301,1
5302,2
5303,4
5304,1
5305,1
5306,2
5307,0
5308,1
5309,4
5310,4
5311,1
5312,4
5313,2
5314,1
5315,3
5316,2
5317,4
5318,0
5319,2
5320,0
5321,0
5322,2
5323,4
5324,3
5325,4
5326,3
5327,0
5328,0
5329,3
5330,3
5331,3
5332,3
5333,2
5334,4
5335,1
5336,0
5337,1
5338,2
5339,3
5340,0
5341,2
5342,1
5343,3
5344,1
5345,2
5346,0
5347,2
5348,2
5349,2
5350,0
5351,2
5352,3
5353,2
5354,4
5355,2
5356,3
5357,4
5358,0
5359,1
5360,1
5361,2
5362,1
5363,0
5364,0
5365,1
5366,1
5367,3
5368,4
5369,1
5370,4
5371,0
5372,0
5373,2
5374,2
5375,0
5376,3
5377,1
5378,4
5379,3
5380,2
5381,0
5382,4
5383,3
5384,4
5385,2
5386,4
5387,4
5388,4
5389,0
5390,0
5391,2
5392,2
5393,3
5394,1
5395,0
5396,0
5397,2
5398,1
5399,3
5400,1
5401,4
5402,4
5403,2
5404,3
5405,4
5406,0
5407,4
5408,2
5409,2
5410,4
5411,2
5412,1
5413,0
5414,3
5415,1
5416,4
5417,4
5418,4
5419,1
5420,1
5421,0
5422,0
5423,0
5424,1
5425,1
5426,1
5427,2
5428,4
5429,0
5430,4
5431,4
5432,3
5433,0
5434,2
5435,0
5436,4
5437,1
5438,3
5439,1
5440,4
5441,3
5442,3
5443,2
5444,0
5445,3
5446,0
5447,2
5448,3
5449,0
5450,4
5451,1
5452,3
5453,2
5454,0
5455,4
5456,3
5457,2
5458,1
5459,1
5460,1
5461,0
5462,1
5463,3
5464,0
5465,1
5466,0
5467,3
5468,0
5469,4
5470,4
5471,4
5472,4
5473,3
5474,1
5475,2
5476,3
5477,2
5478,0
5479,4
5480,2
5481,0
5482,0
5483,2
5484,1
5485,3
5486,4
5487,4
5488,0
5489,1
5490,3
5491,0
5492,4
5493,1
5494,2
5495,0
5496,3
5497,0
5498,3
5499,3
5500,1
5501,0
5502,0
5503,3
5504,2
5505,2
5506,0
5507,3
5508,3
5509,1
5510,0
5511,1
5512,0
5513,3
5514,3
5515,1
5516,3
5517,0
5518,0
5519,2
5520,4
5521,0
5522,0
5523,1
5524,2
5525,4
5526,1
5527,4
5528,1
5529,4
5530,4
5531,1
5532,2
5533,4
5534,2
5535,4
5536,3
5537,0
5538,3
5539,4
5540,3
5541,0
5542,3
5543,1
5544,2
5545,1
5546,0
5547,0
5548,1
5549,0
5550,2
5551,4
5552,0
5553,4
5554,0
5555,2
5556,2
5557,0
5558,4
5559,0
5560,0
5561,1
5562,0
5563,1
5564,0
5565,0
5566,2
5567,1
5568,1
5569,4
5570,3
5571,3
5572,4
5573,0
5574,4
5575,0
5576,3
5577,2
5578,0
5579,3
5580,0
5581,3
5582,1
5583,4
5584,0
5585,2
5586,1
5587,1
5588,2
5589,4
5590,3
5591,4
5592,0
5593,2
5594,0
5595,4
5596,0
5597,3
5598,1
5599,1
5600,1
5601,2
5602,1
5603,2
5604,0
5605,4
5606,4
5607,3
5608,3
5609,3
5610,3
5611,3
5612,3
5613,4
5614,1
5615,3
5616,1
5617,0
5618,2
5619,4
5620,2
5621,3
5622,4
5623,2
5624,1
5625,1
5626,0
5627,0
5628,1
5629,0
5630,4
5631,2
5632,3
5633,2
5634,2
5635,3
5636,2
5637,0
5638,2
5639,4
5640,4
5641,2
5642,1
5643,1
5644,2
5645,4
5646,2
5647,0
5648,1
5649,2
5650,0
5651,1
5652,0
5653,0
5654,4
5655,0
5656,1
5657,2
5658,1
5659,2
5660,2
5661,2
5662,1
5663,1
5664,1
5665,0
5666,3
5667,4
5668,4
5669,2
5670,4
5671,4
5672,4
5673,3
5674,0
5675,0
5676,1
5677,0
5678,1
5679,2
5680,4
5681,2
5682,4
5683,2
5684,0
5685,4
5686,1
5687,4
5688,3
5689,3
5690,0
5691,3
5692,3
5693,3
5694,4
5695,1
5696,1
5697,2
5698,2
5699,1
5700,0
5701,4
5702,0
5703,0
5704,3
5705,0
5706,3
5707,1
5708,4
5709,3
5710,2
5711,1
5712,2
5713,0
5714,4
5715,1
5716,1
5717,3
5718,0
5719,2
5720,4
5721,4
5722,4
5723,3
5724,4
5725,0
5726,2
5727,2
5728,4
5729,2
5730,3
5731,4
5732,1
5733,3
5734,0
5735,3
5736,3
5737,1
5738,4
5739,0
5740,0
5741,3
5742,0
5743,1
5744,2
5745,2
5746,4
5747,1
5748,2
5749,0
5750,2
5751,3
5752,0
5753,4
5754,0
5755,2
5756,1
5757,2
5758,0
5759,4
5760,3
5761,1
5762,2
5763,1
5764,4
5765,1
5766,1
5767,0
5768,3
5769,0
5770,4
5771,4
5772,1
5773,4
5774,0
5775,3
5776,4
5777,1
5778,2
5779,4
5780,2
5781,0
5782,3
5783,2
5784,2
5785,1
5786,1
5787,4
5788,2
5789,3
5790,3
5791,4
5792,0
5793,3
5794,4
